,file_name,Zero_orderAbsolute_Error,First_orderAbsolute_Error,HiguchiAbsolute_Error,Korsmeyer_PeppasAbsolute_Error,WeibullAbsolute_Error,ReciprocalAbsolute_Error
0,data/drug_release/3..csv,4.529441376152355,4.520575388604004,3.5005103432924605,1.7624080299999334,1.8008010934918834,4.0645326834257
1,data/drug_release/3..csv,4.9900440487152755,4.9120978953085945,2.4529894134473293,0.35776196368523294,0.35501211083483675,1.9515790899686936
2,data/drug_release/3..csv,4.489709560701258,4.343786167650059,1.4237180824005584,0.5071789156726014,0.5242804943418076,0.10824450375802552
3,data/drug_release/3..csv,3.65755583901117,3.404828403203087,0.3513108964300269,1.1270133190369123,1.1520276585083469,1.4222111005467397
4,data/drug_release/3..csv,2.862715599785827,2.5338592393333617,0.2196414268605693,1.2068138155314987,1.2297025145737788,1.7875971535048762
5,data/drug_release/3..csv,1.8596282907714468,1.4862716879680882,0.14475169805228028,0.22153554983617418,0.22881461708110784,0.682199490392355
6,data/drug_release/3..csv,1.1061036425174997,0.8215731618386819,0.6334204349476806,1.3981888464489192,1.4129417767295003,1.3415683781112353
7,data/drug_release/3..csv,4.017185902030199,3.930054527584886,1.7248383831901055,0.19749100289743815,0.25007453412220926,0.8579331345774932
8,data/drug_release/4..csv,0.3537719793783395,0.3537570998171807,0.3072331202494991,0.03074083228005281,0.04368241821496799,0.3516659908390249
9,data/drug_release/4..csv,1.7598295182870565,1.7415406687610004,0.5092373814035973,0.5088749064104445,0.5036245124434777,0.03780746934982604
10,data/drug_release/4..csv,2.3561399687798916,2.3230723303156275,0.8602485241284028,0.08512606959514724,0.08415073013426477,0.001071918517403958
11,data/drug_release/4..csv,2.943194668810537,2.8846837716505696,1.318512168718637,0.5915143248014498,0.5884705174990223,0.27997372921507857
12,data/drug_release/4..csv,2.044170415001719,1.967730564847983,0.5148616440045917,0.014659746630683479,0.010265797395661025,0.3708685001238212
13,data/drug_release/4..csv,0.9537785520695481,0.8636411163118751,0.078481551866604,0.14590449916471382,0.14979373691076336,0.38919290589814093
14,data/drug_release/4..csv,0.5710433338228293,0.49635849405149024,0.2556925901202076,0.5894475609968053,0.5880490334450643,0.5956602490795948
15,data/drug_release/4..csv,2.4090920854778055,2.407107490401307,1.4218155429562351,0.5350344960816518,0.5310002219517624,0.129757834131075
16,data/drug_release/23..csv,3.7095072406802077,28.929233593204895,23.28613381351445,39.0812464434174,3.087593959103357,30.344224757524444
